disease,F1,model,rate,dataset,bootstrap_num
ventricular ectopics,0.6972477064220184,minirocket,125.0,PTBXL,16
ventricular ectopics,0.6733668341708542,minirocket,125.0,PTBXL,17
ventricular ectopics,0.63,minirocket,125.0,PTBXL,18
ventricular ectopics,0.5858585858585859,minirocket,125.0,PTBXL,19
ventricular ectopics,0.6320754716981132,minirocket,250.0,PTBXL,0
ventricular ectopics,0.6488888888888888,minirocket,250.0,PTBXL,1
ventricular ectopics,0.6502463054187192,minirocket,250.0,PTBXL,2
ventricular ectopics,0.7109004739336492,minirocket,250.0,PTBXL,3
ventricular ectopics,0.6411483253588516,minirocket,250.0,PTBXL,4
ventricular ectopics,0.6634615384615384,minirocket,250.0,PTBXL,5
ventricular ectopics,0.6754385964912282,minirocket,250.0,PTBXL,6
ventricular ectopics,0.6571428571428573,minirocket,250.0,PTBXL,7
ventricular ectopics,0.5955555555555555,minirocket,250.0,PTBXL,8
ventricular ectopics,0.6504854368932038,minirocket,250.0,PTBXL,9
ventricular ectopics,0.6473429951690821,minirocket,250.0,PTBXL,10
ventricular ectopics,0.65,minirocket,250.0,PTBXL,11
ventricular ectopics,0.6086956521739131,minirocket,250.0,PTBXL,12
ventricular ectopics,0.6132075471698113,minirocket,250.0,PTBXL,13
ventricular ectopics,0.6666666666666667,minirocket,250.0,PTBXL,14
ventricular ectopics,0.6442307692307693,minirocket,250.0,PTBXL,15
ventricular ectopics,0.6511627906976744,minirocket,250.0,PTBXL,16
ventricular ectopics,0.6052631578947368,minirocket,250.0,PTBXL,17
ventricular ectopics,0.6635514018691588,minirocket,250.0,PTBXL,18
ventricular ectopics,0.663594470046083,minirocket,250.0,PTBXL,19
ventricular ectopics,0.5980392156862745,minirocket,375.0,PTBXL,0
ventricular ectopics,0.6118721461187213,minirocket,375.0,PTBXL,1
ventricular ectopics,0.5656565656565656,minirocket,375.0,PTBXL,2
ventricular ectopics,0.638095238095238,minirocket,375.0,PTBXL,3
ventricular ectopics,0.5876288659793815,minirocket,375.0,PTBXL,4
ventricular ectopics,0.6351931330472103,minirocket,375.0,PTBXL,5
ventricular ectopics,0.6666666666666666,minirocket,375.0,PTBXL,6
ventricular ectopics,0.6639344262295082,minirocket,375.0,PTBXL,7
ventricular ectopics,0.6728110599078341,minirocket,375.0,PTBXL,8
ventricular ectopics,0.6754385964912282,minirocket,375.0,PTBXL,9
ventricular ectopics,0.6491228070175439,minirocket,375.0,PTBXL,10
ventricular ectopics,0.5980392156862745,minirocket,375.0,PTBXL,11
ventricular ectopics,0.6877828054298643,minirocket,375.0,PTBXL,12
ventricular ectopics,0.6403940886699507,minirocket,375.0,PTBXL,13
ventricular ectopics,0.7345132743362831,minirocket,375.0,PTBXL,14
ventricular ectopics,0.6371681415929203,minirocket,375.0,PTBXL,15
ventricular ectopics,0.6048780487804879,minirocket,375.0,PTBXL,16
ventricular ectopics,0.6504854368932038,minirocket,375.0,PTBXL,17
ventricular ectopics,0.583732057416268,minirocket,375.0,PTBXL,18
ventricular ectopics,0.631578947368421,minirocket,375.0,PTBXL,19
ventricular ectopics,0.6666666666666667,minirocket,500.0,PTBXL,0
ventricular ectopics,0.6761904761904762,minirocket,500.0,PTBXL,1
ventricular ectopics,0.5959595959595959,minirocket,500.0,PTBXL,2
ventricular ectopics,0.5979381443298969,minirocket,500.0,PTBXL,3
ventricular ectopics,0.6634146341463416,minirocket,500.0,PTBXL,4
ventricular ectopics,0.6139534883720931,minirocket,500.0,PTBXL,5
ventricular ectopics,0.6785714285714286,minirocket,500.0,PTBXL,6
ventricular ectopics,0.6733668341708542,minirocket,500.0,PTBXL,7
ventricular ectopics,0.6,minirocket,500.0,PTBXL,8
ventricular ectopics,0.6116504854368932,minirocket,500.0,PTBXL,9
ventricular ectopics,0.6210045662100457,minirocket,500.0,PTBXL,10
ventricular ectopics,0.6341463414634146,minirocket,500.0,PTBXL,11
ventricular ectopics,0.6824644549763033,minirocket,500.0,PTBXL,12
ventricular ectopics,0.7069767441860466,minirocket,500.0,PTBXL,13
ventricular ectopics,0.676056338028169,minirocket,500.0,PTBXL,14
ventricular ectopics,0.6511627906976744,minirocket,500.0,PTBXL,15
ventricular ectopics,0.6435643564356436,minirocket,500.0,PTBXL,16
ventricular ectopics,0.6534653465346534,minirocket,500.0,PTBXL,17
ventricular ectopics,0.660377358490566,minirocket,500.0,PTBXL,18
ventricular ectopics,0.6192468619246861,minirocket,500.0,PTBXL,19
abnormal QRS,0.5924812030075189,inception,50.0,PTBXL,0
abnormal QRS,0.5577557755775576,inception,50.0,PTBXL,1
abnormal QRS,0.573134328358209,inception,50.0,PTBXL,2
abnormal QRS,0.5410122164048865,inception,50.0,PTBXL,3
abnormal QRS,0.5756578947368421,inception,50.0,PTBXL,4
abnormal QRS,0.6183574879227054,inception,50.0,PTBXL,5
abnormal QRS,0.5348837209302326,inception,50.0,PTBXL,6
abnormal QRS,0.5940594059405941,inception,50.0,PTBXL,7
abnormal QRS,0.5359712230215827,inception,50.0,PTBXL,8
abnormal QRS,0.4173553719008264,inception,50.0,PTBXL,9
abnormal QRS,0.3956989247311828,inception,50.0,PTBXL,10
abnormal QRS,0.5425531914893617,inception,50.0,PTBXL,11
abnormal QRS,0.6364963503649635,inception,50.0,PTBXL,12
abnormal QRS,0.5705024311183143,inception,50.0,PTBXL,13
abnormal QRS,0.59967585089141,inception,50.0,PTBXL,14
abnormal QRS,0.6395663956639567,inception,50.0,PTBXL,15
abnormal QRS,0.578096947935368,inception,50.0,PTBXL,16
abnormal QRS,0.4736842105263157,inception,50.0,PTBXL,17
abnormal QRS,0.4981549815498154,inception,50.0,PTBXL,18
abnormal QRS,0.6180371352785146,inception,50.0,PTBXL,19
abnormal QRS,0.6267716535433071,inception,125.0,PTBXL,0
abnormal QRS,0.5059288537549407,inception,125.0,PTBXL,1
abnormal QRS,0.6013071895424836,inception,125.0,PTBXL,2
abnormal QRS,0.6095890410958904,inception,125.0,PTBXL,3
abnormal QRS,0.6071987480438185,inception,125.0,PTBXL,4
abnormal QRS,0.6245954692556636,inception,125.0,PTBXL,5
abnormal QRS,0.5589225589225589,inception,125.0,PTBXL,6
abnormal QRS,0.5960061443932412,inception,125.0,PTBXL,7
abnormal QRS,0.6714082503556188,inception,125.0,PTBXL,8
abnormal QRS,0.4564796905222437,inception,125.0,PTBXL,9
abnormal QRS,0.5444444444444445,inception,125.0,PTBXL,10
abnormal QRS,0.4787644787644787,inception,125.0,PTBXL,11
abnormal QRS,0.491362763915547,inception,125.0,PTBXL,12
abnormal QRS,0.6350461133069829,inception,125.0,PTBXL,13
abnormal QRS,0.5761589403973509,inception,125.0,PTBXL,14
abnormal QRS,0.6406504065040651,inception,125.0,PTBXL,15
abnormal QRS,0.5928449744463373,inception,125.0,PTBXL,16
abnormal QRS,0.6093514328808447,inception,125.0,PTBXL,17
abnormal QRS,0.537521815008726,inception,125.0,PTBXL,18
abnormal QRS,0.6271450858034321,inception,125.0,PTBXL,19
abnormal QRS,0.6153846153846154,inception,250.0,PTBXL,0
abnormal QRS,0.6666666666666667,inception,250.0,PTBXL,1
abnormal QRS,0.5809859154929577,inception,250.0,PTBXL,2
abnormal QRS,0.6518282988871225,inception,250.0,PTBXL,3
abnormal QRS,0.6532374100719425,inception,250.0,PTBXL,4
abnormal QRS,0.6256983240223464,inception,250.0,PTBXL,5
abnormal QRS,0.5403377110694183,inception,250.0,PTBXL,6
abnormal QRS,0.6415094339622641,inception,250.0,PTBXL,7
abnormal QRS,0.676300578034682,inception,250.0,PTBXL,8
abnormal QRS,0.5448154657293497,inception,250.0,PTBXL,9
abnormal QRS,0.59,inception,250.0,PTBXL,10
abnormal QRS,0.5424354243542435,inception,250.0,PTBXL,11
abnormal QRS,0.6313309776207303,inception,250.0,PTBXL,12
abnormal QRS,0.6082949308755762,inception,250.0,PTBXL,13
abnormal QRS,0.529711375212224,inception,250.0,PTBXL,14
abnormal QRS,0.5982905982905983,inception,250.0,PTBXL,15
abnormal QRS,0.6216216216216216,inception,250.0,PTBXL,16
abnormal QRS,0.5905383360522023,inception,250.0,PTBXL,17
abnormal QRS,0.5177304964539007,inception,250.0,PTBXL,18
abnormal QRS,0.6584022038567493,inception,250.0,PTBXL,19
abnormal QRS,0.6451612903225806,inception,375.0,PTBXL,0
abnormal QRS,0.622991347342398,inception,375.0,PTBXL,1
abnormal QRS,0.6597131681877444,inception,375.0,PTBXL,2
abnormal QRS,0.584126984126984,inception,375.0,PTBXL,3
abnormal QRS,0.6685796269727403,inception,375.0,PTBXL,4
abnormal QRS,0.5997088791848618,inception,375.0,PTBXL,5
abnormal QRS,0.6731843575418994,inception,375.0,PTBXL,6
abnormal QRS,0.6015748031496064,inception,375.0,PTBXL,7
abnormal QRS,0.5019305019305019,inception,375.0,PTBXL,8
abnormal QRS,0.5890183028286189,inception,375.0,PTBXL,9
abnormal QRS,0.6531881804043544,inception,375.0,PTBXL,10
abnormal QRS,0.6006493506493507,inception,375.0,PTBXL,11
abnormal QRS,0.5,inception,375.0,PTBXL,12
abnormal QRS,0.6550632911392406,inception,375.0,PTBXL,13
abnormal QRS,0.5410447761194029,inception,375.0,PTBXL,14
abnormal QRS,0.4136460554371002,inception,375.0,PTBXL,15
abnormal QRS,0.6094003241491086,inception,375.0,PTBXL,16
abnormal QRS,0.5915966386554622,inception,375.0,PTBXL,17
abnormal QRS,0.5659050966608085,inception,375.0,PTBXL,18
abnormal QRS,0.6358024691358023,inception,375.0,PTBXL,19
abnormal QRS,0.654434250764526,inception,500.0,PTBXL,0
abnormal QRS,0.6085578446909667,inception,500.0,PTBXL,1
abnormal QRS,0.5699300699300699,inception,500.0,PTBXL,2
abnormal QRS,0.5992907801418439,inception,500.0,PTBXL,3
abnormal QRS,0.6258503401360543,inception,500.0,PTBXL,4
abnormal QRS,0.5913043478260869,inception,500.0,PTBXL,5
abnormal QRS,0.6445182724252491,inception,500.0,PTBXL,6
abnormal QRS,0.5632377740303541,inception,500.0,PTBXL,7
abnormal QRS,0.6666666666666666,inception,500.0,PTBXL,8
abnormal QRS,0.6535947712418301,inception,500.0,PTBXL,9
abnormal QRS,0.5790349417637272,inception,500.0,PTBXL,10
abnormal QRS,0.6876640419947506,inception,500.0,PTBXL,11
abnormal QRS,0.6772655007949125,inception,500.0,PTBXL,12
abnormal QRS,0.6856368563685636,inception,500.0,PTBXL,13
abnormal QRS,0.6143572621035058,inception,500.0,PTBXL,14
abnormal QRS,0.6525037936267071,inception,500.0,PTBXL,15
abnormal QRS,0.4981412639405205,inception,500.0,PTBXL,16
abnormal QRS,0.5884413309982487,inception,500.0,PTBXL,17
abnormal QRS,0.607717041800643,inception,500.0,PTBXL,18
abnormal QRS,0.6329479768786127,inception,500.0,PTBXL,19
atrial fibrillation,0.7934782608695653,inception,50.0,PTBXL,0
atrial fibrillation,0.7027027027027026,inception,50.0,PTBXL,1
atrial fibrillation,0.7553956834532374,inception,50.0,PTBXL,2
atrial fibrillation,0.7963525835866261,inception,50.0,PTBXL,3
atrial fibrillation,0.821656050955414,inception,50.0,PTBXL,4
atrial fibrillation,0.8100558659217879,inception,50.0,PTBXL,5
atrial fibrillation,0.84472049689441,inception,50.0,PTBXL,6
atrial fibrillation,0.7621951219512195,inception,50.0,PTBXL,7
atrial fibrillation,0.8023952095808383,inception,50.0,PTBXL,8
atrial fibrillation,0.8192771084337349,inception,50.0,PTBXL,9
atrial fibrillation,0.8196721311475409,inception,50.0,PTBXL,10
atrial fibrillation,0.776536312849162,inception,50.0,PTBXL,11
atrial fibrillation,0.7414965986394557,inception,50.0,PTBXL,12
atrial fibrillation,0.8069164265129684,inception,50.0,PTBXL,13
atrial fibrillation,0.6950354609929078,inception,50.0,PTBXL,14
atrial fibrillation,0.7977207977207976,inception,50.0,PTBXL,15
atrial fibrillation,0.828828828828829,inception,50.0,PTBXL,16
atrial fibrillation,0.8238805970149254,inception,50.0,PTBXL,17
atrial fibrillation,0.8047337278106509,inception,50.0,PTBXL,18
atrial fibrillation,0.8053691275167786,inception,50.0,PTBXL,19
atrial fibrillation,0.8632218844984803,inception,125.0,PTBXL,0
atrial fibrillation,0.8370607028753994,inception,125.0,PTBXL,1
atrial fibrillation,0.7999999999999999,inception,125.0,PTBXL,2
atrial fibrillation,0.8128654970760235,inception,125.0,PTBXL,3
atrial fibrillation,0.7789473684210526,inception,125.0,PTBXL,4
atrial fibrillation,0.8421052631578947,inception,125.0,PTBXL,5
atrial fibrillation,0.7840531561461795,inception,125.0,PTBXL,6
atrial fibrillation,0.8613569321533923,inception,125.0,PTBXL,7
atrial fibrillation,0.877742946708464,inception,125.0,PTBXL,8
atrial fibrillation,0.8078175895765474,inception,125.0,PTBXL,9
atrial fibrillation,0.8314606741573034,inception,125.0,PTBXL,10
atrial fibrillation,0.8305084745762711,inception,125.0,PTBXL,11
atrial fibrillation,0.7533333333333334,inception,125.0,PTBXL,12
atrial fibrillation,0.8208469055374592,inception,125.0,PTBXL,13
atrial fibrillation,0.8362573099415204,inception,125.0,PTBXL,14
atrial fibrillation,0.828828828828829,inception,125.0,PTBXL,15
atrial fibrillation,0.7622377622377624,inception,125.0,PTBXL,16
atrial fibrillation,0.8571428571428572,inception,125.0,PTBXL,17
atrial fibrillation,0.8391167192429022,inception,125.0,PTBXL,18
atrial fibrillation,0.8380952380952381,inception,125.0,PTBXL,19
atrial fibrillation,0.7422680412371135,inception,250.0,PTBXL,0
atrial fibrillation,0.8481012658227848,inception,250.0,PTBXL,1
atrial fibrillation,0.8310249307479225,inception,250.0,PTBXL,2
atrial fibrillation,0.8206896551724138,inception,250.0,PTBXL,3
atrial fibrillation,0.8529411764705882,inception,250.0,PTBXL,4
atrial fibrillation,0.8553846153846153,inception,250.0,PTBXL,5
atrial fibrillation,0.8169934640522875,inception,250.0,PTBXL,6
atrial fibrillation,0.7986577181208053,inception,250.0,PTBXL,7
atrial fibrillation,0.8502994011976048,inception,250.0,PTBXL,8
atrial fibrillation,0.84,inception,250.0,PTBXL,9
atrial fibrillation,0.7549668874172185,inception,250.0,PTBXL,10
atrial fibrillation,0.8438538205980067,inception,250.0,PTBXL,11
atrial fibrillation,0.8597014925373134,inception,250.0,PTBXL,12
atrial fibrillation,0.8641975308641976,inception,250.0,PTBXL,13
atrial fibrillation,0.7967479674796748,inception,250.0,PTBXL,14
atrial fibrillation,0.8220858895705521,inception,250.0,PTBXL,15
atrial fibrillation,0.8267477203647416,inception,250.0,PTBXL,16
atrial fibrillation,0.8389057750759878,inception,250.0,PTBXL,17
atrial fibrillation,0.8525641025641026,inception,250.0,PTBXL,18
atrial fibrillation,0.8792569659442724,inception,250.0,PTBXL,19
atrial fibrillation,0.8441558441558441,inception,375.0,PTBXL,0
atrial fibrillation,0.8333333333333334,inception,375.0,PTBXL,1
atrial fibrillation,0.818181818181818,inception,375.0,PTBXL,2
atrial fibrillation,0.8133704735376044,inception,375.0,PTBXL,3
atrial fibrillation,0.875,inception,375.0,PTBXL,4
atrial fibrillation,0.8513119533527697,inception,375.0,PTBXL,5
atrial fibrillation,0.8044692737430167,inception,375.0,PTBXL,6
atrial fibrillation,0.7880794701986756,inception,375.0,PTBXL,7
atrial fibrillation,0.8421052631578947,inception,375.0,PTBXL,8
atrial fibrillation,0.844984802431611,inception,375.0,PTBXL,9
atrial fibrillation,0.8152866242038217,inception,375.0,PTBXL,10
atrial fibrillation,0.8507936507936507,inception,375.0,PTBXL,11
atrial fibrillation,0.782006920415225,inception,375.0,PTBXL,12
atrial fibrillation,0.8606811145510836,inception,375.0,PTBXL,13
atrial fibrillation,0.8623853211009174,inception,375.0,PTBXL,14
atrial fibrillation,0.826923076923077,inception,375.0,PTBXL,15
atrial fibrillation,0.8123076923076924,inception,375.0,PTBXL,16
atrial fibrillation,0.8253012048192772,inception,375.0,PTBXL,17
atrial fibrillation,0.7813620071684588,inception,375.0,PTBXL,18
atrial fibrillation,0.8535031847133757,inception,375.0,PTBXL,19
atrial fibrillation,0.6962962962962964,inception,500.0,PTBXL,0
atrial fibrillation,0.8184818481848186,inception,500.0,PTBXL,1
atrial fibrillation,0.8383233532934132,inception,500.0,PTBXL,2
atrial fibrillation,0.8397435897435896,inception,500.0,PTBXL,3
atrial fibrillation,0.85,inception,500.0,PTBXL,4
atrial fibrillation,0.8367952522255192,inception,500.0,PTBXL,5
atrial fibrillation,0.8580246913580247,inception,500.0,PTBXL,6
atrial fibrillation,0.7959183673469388,inception,500.0,PTBXL,7
atrial fibrillation,0.8525641025641026,inception,500.0,PTBXL,8
atrial fibrillation,0.8343949044585987,inception,500.0,PTBXL,9
atrial fibrillation,0.783068783068783,inception,500.0,PTBXL,10
atrial fibrillation,0.8562691131498471,inception,500.0,PTBXL,11
atrial fibrillation,0.8588588588588588,inception,500.0,PTBXL,12
atrial fibrillation,0.8414634146341463,inception,500.0,PTBXL,13
atrial fibrillation,0.8698412698412699,inception,500.0,PTBXL,14
atrial fibrillation,0.8313253012048193,inception,500.0,PTBXL,15
atrial fibrillation,0.7841726618705035,inception,500.0,PTBXL,16
atrial fibrillation,0.8459214501510574,inception,500.0,PTBXL,17
atrial fibrillation,0.8194842406876791,inception,500.0,PTBXL,18
atrial fibrillation,0.851963746223565,inception,500.0,PTBXL,19
incomplete right bundle branch block,0.5959183673469389,inception,50.0,PTBXL,0
incomplete right bundle branch block,0.6186440677966101,inception,50.0,PTBXL,1
incomplete right bundle branch block,0.5728643216080402,inception,50.0,PTBXL,2
incomplete right bundle branch block,0.5402298850574713,inception,50.0,PTBXL,3
incomplete right bundle branch block,0.5435897435897435,inception,50.0,PTBXL,4
incomplete right bundle branch block,0.5060240963855421,inception,50.0,PTBXL,5
incomplete right bundle branch block,0.5939849624060151,inception,50.0,PTBXL,6
incomplete right bundle branch block,0.5058823529411764,inception,50.0,PTBXL,7
incomplete right bundle branch block,0.5645933014354068,inception,50.0,PTBXL,8
incomplete right bundle branch block,0.6055045871559633,inception,50.0,PTBXL,9
incomplete right bundle branch block,0.6224489795918368,inception,50.0,PTBXL,10
incomplete right bundle branch block,0.5497076023391813,inception,50.0,PTBXL,11
incomplete right bundle branch block,0.5959183673469389,inception,50.0,PTBXL,12
incomplete right bundle branch block,0.5520833333333333,inception,50.0,PTBXL,13
incomplete right bundle branch block,0.5932203389830507,inception,50.0,PTBXL,14
incomplete right bundle branch block,0.5993265993265994,inception,50.0,PTBXL,15
incomplete right bundle branch block,0.5468164794007491,inception,50.0,PTBXL,16
incomplete right bundle branch block,0.5961538461538461,inception,50.0,PTBXL,17
incomplete right bundle branch block,0.6055045871559633,inception,50.0,PTBXL,18
incomplete right bundle branch block,0.5683060109289617,inception,50.0,PTBXL,19
incomplete right bundle branch block,0.6642066420664205,inception,125.0,PTBXL,0
incomplete right bundle branch block,0.6272727272727273,inception,125.0,PTBXL,1
incomplete right bundle branch block,0.6311111111111112,inception,125.0,PTBXL,2
incomplete right bundle branch block,0.6341463414634146,inception,125.0,PTBXL,3
incomplete right bundle branch block,0.639269406392694,inception,125.0,PTBXL,4
incomplete right bundle branch block,0.6403508771929824,inception,125.0,PTBXL,5
incomplete right bundle branch block,0.625,inception,125.0,PTBXL,6
incomplete right bundle branch block,0.6070038910505837,inception,125.0,PTBXL,7
incomplete right bundle branch block,0.6206896551724139,inception,125.0,PTBXL,8
incomplete right bundle branch block,0.6289752650176679,inception,125.0,PTBXL,9
incomplete right bundle branch block,0.5227272727272727,inception,125.0,PTBXL,10
incomplete right bundle branch block,0.6262626262626264,inception,125.0,PTBXL,11
incomplete right bundle branch block,0.6367346938775511,inception,125.0,PTBXL,12
incomplete right bundle branch block,0.6,inception,125.0,PTBXL,13
incomplete right bundle branch block,0.6481481481481481,inception,125.0,PTBXL,14
incomplete right bundle branch block,0.5933014354066986,inception,125.0,PTBXL,15
incomplete right bundle branch block,0.6020408163265306,inception,125.0,PTBXL,16
incomplete right bundle branch block,0.6744186046511628,inception,125.0,PTBXL,17
incomplete right bundle branch block,0.6074766355140186,inception,125.0,PTBXL,18
incomplete right bundle branch block,0.6052631578947368,inception,125.0,PTBXL,19
incomplete right bundle branch block,0.611353711790393,inception,250.0,PTBXL,0
incomplete right bundle branch block,0.6798029556650247,inception,250.0,PTBXL,1
incomplete right bundle branch block,0.5943775100401607,inception,250.0,PTBXL,2
incomplete right bundle branch block,0.6185567010309279,inception,250.0,PTBXL,3
incomplete right bundle branch block,0.6666666666666667,inception,250.0,PTBXL,4
incomplete right bundle branch block,0.6729857819905213,inception,250.0,PTBXL,5
incomplete right bundle branch block,0.6419753086419753,inception,250.0,PTBXL,6
incomplete right bundle branch block,0.5925925925925926,inception,250.0,PTBXL,7
incomplete right bundle branch block,0.6285714285714286,inception,250.0,PTBXL,8
incomplete right bundle branch block,0.684931506849315,inception,250.0,PTBXL,9
incomplete right bundle branch block,0.6090225563909775,inception,250.0,PTBXL,10
incomplete right bundle branch block,0.676056338028169,inception,250.0,PTBXL,11
incomplete right bundle branch block,0.61,inception,250.0,PTBXL,12
incomplete right bundle branch block,0.6829268292682926,inception,250.0,PTBXL,13
incomplete right bundle branch block,0.5269461077844311,inception,250.0,PTBXL,14
incomplete right bundle branch block,0.6183574879227053,inception,250.0,PTBXL,15
incomplete right bundle branch block,0.5966386554621849,inception,250.0,PTBXL,16
incomplete right bundle branch block,0.6493506493506495,inception,250.0,PTBXL,17
incomplete right bundle branch block,0.6396396396396398,inception,250.0,PTBXL,18
incomplete right bundle branch block,0.6590909090909091,inception,250.0,PTBXL,19
incomplete right bundle branch block,0.5968992248062015,inception,375.0,PTBXL,0
incomplete right bundle branch block,0.6721991701244813,inception,375.0,PTBXL,1
incomplete right bundle branch block,0.6233766233766234,inception,375.0,PTBXL,2
incomplete right bundle branch block,0.6384615384615385,inception,375.0,PTBXL,3
incomplete right bundle branch block,0.5910931174089069,inception,375.0,PTBXL,4
incomplete right bundle branch block,0.6010362694300517,inception,375.0,PTBXL,5
incomplete right bundle branch block,0.6413502109704641,inception,375.0,PTBXL,6
incomplete right bundle branch block,0.6395939086294417,inception,375.0,PTBXL,7
incomplete right bundle branch block,0.6288659793814433,inception,375.0,PTBXL,8
incomplete right bundle branch block,0.5625,inception,375.0,PTBXL,9
incomplete right bundle branch block,0.6312056737588653,inception,375.0,PTBXL,10
incomplete right bundle branch block,0.6515837104072398,inception,375.0,PTBXL,11
incomplete right bundle branch block,0.6574074074074074,inception,375.0,PTBXL,12
incomplete right bundle branch block,0.6262626262626264,inception,375.0,PTBXL,13
incomplete right bundle branch block,0.5888888888888888,inception,375.0,PTBXL,14
incomplete right bundle branch block,0.6502463054187192,inception,375.0,PTBXL,15
incomplete right bundle branch block,0.6086956521739131,inception,375.0,PTBXL,16
incomplete right bundle branch block,0.6200000000000001,inception,375.0,PTBXL,17
incomplete right bundle branch block,0.6446280991735538,inception,375.0,PTBXL,18
incomplete right bundle branch block,0.6475409836065573,inception,375.0,PTBXL,19
incomplete right bundle branch block,0.6028708133971292,inception,500.0,PTBXL,0
incomplete right bundle branch block,0.6204379562043796,inception,500.0,PTBXL,1
incomplete right bundle branch block,0.4516129032258064,inception,500.0,PTBXL,2
incomplete right bundle branch block,0.5803108808290155,inception,500.0,PTBXL,3
incomplete right bundle branch block,0.6666666666666666,inception,500.0,PTBXL,4
incomplete right bundle branch block,0.6363636363636364,inception,500.0,PTBXL,5
incomplete right bundle branch block,0.6870229007633588,inception,500.0,PTBXL,6
incomplete right bundle branch block,0.5599999999999999,inception,500.0,PTBXL,7
incomplete right bundle branch block,0.6548672566371682,inception,500.0,PTBXL,8
incomplete right bundle branch block,0.6266094420600858,inception,500.0,PTBXL,9
incomplete right bundle branch block,0.658008658008658,inception,500.0,PTBXL,10
incomplete right bundle branch block,0.6634615384615384,inception,500.0,PTBXL,11
incomplete right bundle branch block,0.6475409836065573,inception,500.0,PTBXL,12
incomplete right bundle branch block,0.6411483253588517,inception,500.0,PTBXL,13
incomplete right bundle branch block,0.6768060836501901,inception,500.0,PTBXL,14
incomplete right bundle branch block,0.6146788990825688,inception,500.0,PTBXL,15
incomplete right bundle branch block,0.5870646766169154,inception,500.0,PTBXL,16
incomplete right bundle branch block,0.6195652173913043,inception,500.0,PTBXL,17
incomplete right bundle branch block,0.6082474226804124,inception,500.0,PTBXL,18
incomplete right bundle branch block,0.669683257918552,inception,500.0,PTBXL,19
left anterior fascicular block,0.7670454545454545,inception,50.0,PTBXL,0
left anterior fascicular block,0.7554479418886199,inception,50.0,PTBXL,1
left anterior fascicular block,0.7757255936675462,inception,50.0,PTBXL,2
left anterior fascicular block,0.7789473684210526,inception,50.0,PTBXL,3
left anterior fascicular block,0.728643216080402,inception,50.0,PTBXL,4
left anterior fascicular block,0.783068783068783,inception,50.0,PTBXL,5
left anterior fascicular block,0.7882037533512065,inception,50.0,PTBXL,6
left anterior fascicular block,0.7421686746987951,inception,50.0,PTBXL,7
left anterior fascicular block,0.7835616438356164,inception,50.0,PTBXL,8
left anterior fascicular block,0.7823834196891192,inception,50.0,PTBXL,9
left anterior fascicular block,0.7799442896935934,inception,50.0,PTBXL,10
left anterior fascicular block,0.785,inception,50.0,PTBXL,11
left anterior fascicular block,0.7696078431372548,inception,50.0,PTBXL,12
left anterior fascicular block,0.755,inception,50.0,PTBXL,13
left anterior fascicular block,0.7073954983922829,inception,50.0,PTBXL,14
left anterior fascicular block,0.7255520504731862,inception,50.0,PTBXL,15
left anterior fascicular block,0.7930029154518949,inception,50.0,PTBXL,16
left anterior fascicular block,0.7705382436260624,inception,50.0,PTBXL,17
left anterior fascicular block,0.7938931297709922,inception,50.0,PTBXL,18
left anterior fascicular block,0.7638190954773869,inception,50.0,PTBXL,19
left anterior fascicular block,0.7727272727272728,inception,125.0,PTBXL,0
left anterior fascicular block,0.7947368421052631,inception,125.0,PTBXL,1
left anterior fascicular block,0.7705882352941177,inception,125.0,PTBXL,2
left anterior fascicular block,0.7701492537313434,inception,125.0,PTBXL,3
left anterior fascicular block,0.7674418604651163,inception,125.0,PTBXL,4
left anterior fascicular block,0.7716894977168949,inception,125.0,PTBXL,5
left anterior fascicular block,0.7954545454545455,inception,125.0,PTBXL,6
left anterior fascicular block,0.8073878627968337,inception,125.0,PTBXL,7
left anterior fascicular block,0.7934782608695652,inception,125.0,PTBXL,8
left anterior fascicular block,0.7808988764044943,inception,125.0,PTBXL,9
left anterior fascicular block,0.8,inception,125.0,PTBXL,10
left anterior fascicular block,0.7968337730870713,inception,125.0,PTBXL,11
left anterior fascicular block,0.7681818181818182,inception,125.0,PTBXL,12
left anterior fascicular block,0.772845953002611,inception,125.0,PTBXL,13
left anterior fascicular block,0.7669616519174043,inception,125.0,PTBXL,14
left anterior fascicular block,0.7796610169491525,inception,125.0,PTBXL,15
left anterior fascicular block,0.6376811594202898,inception,125.0,PTBXL,16
left anterior fascicular block,0.7599999999999999,inception,125.0,PTBXL,17
left anterior fascicular block,0.7555555555555555,inception,125.0,PTBXL,18
left anterior fascicular block,0.7928388746803068,inception,125.0,PTBXL,19
left anterior fascicular block,0.7567567567567567,inception,250.0,PTBXL,0
left anterior fascicular block,0.8076923076923077,inception,250.0,PTBXL,1
left anterior fascicular block,0.8088642659279778,inception,250.0,PTBXL,2
left anterior fascicular block,0.7922705314009663,inception,250.0,PTBXL,3
left anterior fascicular block,0.8010899182561307,inception,250.0,PTBXL,4
left anterior fascicular block,0.7523510971786833,inception,250.0,PTBXL,5
left anterior fascicular block,0.7721822541966425,inception,250.0,PTBXL,6
left anterior fascicular block,0.5671641791044776,inception,250.0,PTBXL,7
left anterior fascicular block,0.801169590643275,inception,250.0,PTBXL,8
left anterior fascicular block,0.8023952095808382,inception,250.0,PTBXL,9
left anterior fascicular block,0.7578347578347577,inception,250.0,PTBXL,10
